176,75,47,102
174.0,77.0,47,102
172.0,81.0,47,102
171.0,83.0,47,102
170.0,85.0,47,102
169.0,87.0,47,102
166.0,89.0,47,102
164.0,90.0,47,102
161.0,89.0,47,102
157.0,86.0,47,102
151.0,80.0,47,102
149.0,79.0,47,102
147.0,79.0,47,102
145.0,79.0,47,102
141.0,73.0,47,102
139.0,70.0,47,102
138.0,67.0,47,102
137.0,65.0,47,102
135.0,62.0,47,102
134.0,61.0,47,102
134.0,61.0,47,102
133.0,62.0,47,102
133.0,67.0,47,102
133.0,71.0,47,102
134.0,75.0,47,102
134.0,80.0,47,102
134.0,79.0,47,102
134.0,74.0,47,102
135.0,69.0,47,102
134.0,63.0,47,102
132.0,53.0,47,102
131.0,50.0,47,102
129.0,47.0,47,102
129.0,46.0,47,102
130.0,48.0,47,102
130.0,49.0,47,102
130.0,51.0,47,102
130.0,53.0,47,102
130.0,58.0,47,102
130.0,61.0,47,102
130.0,64.0,47,102
131.0,67.0,47,102
132.0,75.0,47,102
133.0,79.0,47,102
133.0,80.0,47,102
134.0,80.0,47,102
133.0,79.0,47,102
133.0,78.0,47,102
132.0,76.0,47,102
131.0,73.0,47,102
129.0,73.0,47,102
128.0,74.0,47,102
127.0,76.0,47,102
126.0,78.0,47,102
127.0,77.0,47,102
128.0,76.0,47,102
129.0,74.0,47,102
131.0,73.0,47,102
134.0,72.0,47,102
134.0,72.0,47,102
135.0,72.0,47,102
137.0,71.0,47,102
142.0,64.0,47,102
144.0,60.0,47,102
147.0,57.0,47,102
150.0,55.0,47,102
156.0,52.0,47,102
159.0,51.0,47,102
161.0,51.0,47,102
163.0,51.0,47,102
166.0,51.0,47,102
168.0,51.0,47,102
170.0,50.0,47,102
172.0,50.0,47,102
174.0,52.0,47,102
176.0,54.0,47,102
177.0,57.0,47,102
178.0,62.0,47,102
180.0,68.0,47,102
180.0,71.0,47,102
180.0,72.0,47,102
180.0,72.0,47,102
183.0,63.0,47,102
183.0,60.0,47,102
183.0,59.0,47,102
183.0,58.0,47,102
181.0,59.0,47,102
181.0,58.0,47,102
181.0,56.0,47,102
181.0,55.0,47,102
178.0,52.0,47,102
175.0,51.0,47,102
174.0,50.0,47,102
173.0,51.0,47,102
172.0,51.0,47,102
172.0,51.0,47,102
171.0,52.0,47,102
171.0,53.0,47,102
170.0,58.0,47,102
170.0,60.0,47,102
169.0,64.0,47,102
169.0,67.0,47,102
168.0,70.0,47,102
167.0,70.0,47,102
164.0,68.0,47,102
161.0,64.0,47,102
154.0,54.0,47,102
151.0,50.0,47,102
149.0,47.0,47,102
147.0,45.0,47,102
143.0,44.0,47,102
142.0,45.0,47,102
141.0,47.0,47,102
140.0,50.0,47,102
140.0,59.0,47,102
140.0,65.0,47,102
141.0,70.0,47,102
142.0,72.0,47,102
144.0,69.0,47,102
143.0,60.0,47,102
141.0,50.0,47,102
140.0,45.0,47,102
139.0,38.0,47,102
138.0,34.0,47,102
137.0,33.0,47,102
137.0,34.0,47,102
136.0,38.0,47,102
135.0,41.0,47,102
135.0,44.0,47,102
134.0,48.0,47,102
134.0,55.0,47,102
133.0,60.0,47,102
133.0,64.0,47,102
133.0,69.0,47,102
135.0,75.0,47,102
138.0,74.0,47,102
140.0,73.0,47,102
141.0,73.0,47,102
144.0,73.0,47,102
148.0,73.0,47,102
151.0,74.0,47,102
153.0,74.0,47,102
156.0,76.0,47,102
157.0,77.0,47,102
158.0,79.0,47,102
160.0,79.0,47,102
163.0,78.0,47,102
164.0,77.0,47,102
166.0,75.0,47,102
168.0,73.0,47,102
171.0,71.0,47,102
171.0,70.0,47,102
172.0,69.0,47,102
172.0,68.0,47,102
175.0,64.0,47,102
177.0,62.0,47,102
179.0,60.0,47,102
182.0,58.0,47,102
185.0,53.0,47,102
186.0,52.0,47,102
187.0,52.0,47,102
188.0,52.0,47,102
190.0,52.0,47,102
191.0,53.0,47,102
191.0,54.0,47,102
191.0,55.0,47,102
193.0,59.0,47,102
194.0,63.0,47,102
194.0,67.0,47,102
194.0,71.0,47,102
193.0,71.0,47,102
192.0,70.0,47,102
191.0,67.0,47,102
191.0,63.0,47,102
189.0,62.0,47,102
189.0,63.0,47,102
188.0,63.0,47,102
187.0,63.0,47,102
187.0,61.0,47,102
185.0,59.0,47,102
183.0,57.0,47,102
182.0,57.0,47,102
182.0,56.0,47,102
182.0,57.0,47,102
182.0,57.0,47,102
182.0,58.0,47,102
183.0,60.0,47,102
183.0,62.0,47,102
184.0,64.0,47,102
184.0,67.0,47,102
185.0,73.0,47,102
185.0,76.0,47,102
184.0,78.0,47,102
182.0,77.0,47,102
176.0,71.0,47,102
173.0,67.0,47,102
169.0,63.0,47,102
165.0,58.0,47,102
158.0,53.0,47,102
156.0,52.0,47,102
154.0,53.0,47,102
152.0,54.0,47,102
148.0,61.0,47,102
148.0,65.0,47,102
148.0,71.0,47,102
148.0,76.0,47,102
151.0,80.0,47,102
152.0,77.0,47,102
153.0,70.0,47,102
153.0,60.0,47,102
152.0,49.0,47,102
151.0,45.0,47,102
150.0,41.0,47,102
150.0,39.0,47,102
149.0,41.0,47,102
148.0,44.0,47,102
148.0,47.0,47,102
147.0,51.0,47,102
144.0,58.0,47,102
143.0,62.0,47,102
142.0,67.0,47,102
141.0,72.0,47,102
140.0,80.0,47,102
141.0,81.0,47,102
141.0,82.0,47,102
