478,143,80,111
477.0,141.0,80,111
476.0,139.0,80,111
474.0,137.0,80,111
472.0,135.0,80,111
471.0,133.0,80,111
469.0,131.0,80,111
467.0,130.0,80,111
465.0,128.0,80,111
464.0,126.0,80,111
463.0,125.0,80,111
462.0,124.0,80,111
461.0,124.0,80,111
460.0,124.0,80,111
459.0,123.0,80,111
458.0,121.0,80,111
457.0,121.0,80,111
456.0,121.0,80,111
455.0,122.0,80,111
453.0,123.0,80,111
452.0,123.0,80,111
450.0,124.0,80,111
447.0,125.0,80,111
444.0,126.0,80,111
440.0,128.0,80,111
436.0,130.0,80,111
431.0,133.0,80,111
424.0,136.0,80,111
416.0,139.0,80,111
408.0,143.0,80,111
399.0,148.0,80,111
389.0,152.0,80,111
379.0,156.0,80,111
368.0,160.0,80,111
359.0,164.0,80,111
348.0,167.0,80,111
336.0,169.0,80,111
323.0,172.0,80,111
312.0,174.0,80,111
301.0,175.0,80,111
291.0,175.0,80,111
284.0,176.0,80,111
277.0,177.0,80,111
271.0,178.0,80,111
267.0,178.0,80,111
264.0,179.0,80,111
263.0,181.0,80,111
263.0,182.0,80,111
264.0,181.0,80,111
265.0,181.0,80,111
267.0,180.0,80,111
269.0,178.0,80,111
272.0,175.0,80,111
274.0,172.0,80,111
275.0,166.0,80,111
276.0,157.0,80,111
276.0,147.0,80,111
277.0,136.0,80,111
279.0,124.0,80,111
280.0,112.0,80,111
281.0,101.0,80,111
282.0,91.0,80,111
282.0,80.0,80,111
282.0,71.0,80,111
281.0,64.0,80,111
281.0,58.0,80,111
281.0,52.0,80,111
281.0,47.0,80,111
281.0,43.0,80,111
282.0,40.0,80,111
283.0,38.0,80,111
284.0,37.0,80,111
286.0,37.0,80,111
289.0,38.0,80,111
293.0,39.0,80,111
298.0,39.0,80,111
303.0,41.0,80,111
308.0,43.0,80,111
314.0,44.0,80,111
320.0,47.0,80,111
327.0,49.0,80,111
335.0,49.0,80,111
344.0,48.0,80,111
353.0,49.0,80,111
363.0,49.0,80,111
375.0,49.0,80,111
386.0,51.0,80,111
396.0,53.0,80,111
407.0,55.0,80,111
418.0,57.0,80,111
407.0,61.0,80,111
434.0,160.0,80,111
444.0,166.0,80,111
448.0,169.0,80,111
447.0,170.0,80,111
442.0,167.0,80,111
440.0,165.0,80,111
441.0,165.0,80,111
441.0,165.0,80,111
442.0,166.0,80,111
442.0,166.0,80,111
442.0,166.0,80,111
441.0,166.0,80,111
440.0,166.0,80,111
439.0,165.0,80,111
438.0,165.0,80,111
438.0,165.0,80,111
438.0,167.0,80,111
433.0,122.0,80,111
448.0,136.0,80,111
446.0,138.0,80,111
442.0,140.0,80,111
437.0,144.0,80,111
432.0,148.0,80,111
427.0,152.0,80,111
419.0,155.0,80,111
411.0,159.0,80,111
404.0,163.0,80,111
397.0,167.0,80,111
390.0,172.0,80,111
383.0,177.0,80,111
376.0,182.0,80,111
368.0,187.0,80,111
360.0,191.0,80,111
353.0,195.0,80,111
345.0,197.0,80,111
337.0,200.0,80,111
331.0,202.0,80,111
325.0,203.0,80,111
321.0,202.0,80,111
318.0,202.0,80,111
317.0,202.0,80,111
318.0,202.0,80,111
321.0,201.0,80,111
326.0,201.0,80,111
332.0,203.0,80,111
340.0,204.0,80,111
350.0,206.0,80,111
360.0,209.0,80,111
371.0,213.0,80,111
382.0,216.0,80,111
393.0,220.0,80,111
404.0,223.0,80,111
415.0,227.0,80,111
428.0,231.0,80,111
439.0,234.0,80,111
448.0,239.0,80,111
458.0,246.0,80,111
465.0,251.0,80,111
469.0,254.0,80,111
471.0,255.0,80,111
471.0,253.0,80,111
468.0,251.0,80,111
463.0,247.0,80,111
458.0,240.0,80,111
453.0,233.0,80,111
449.0,229.0,80,111
447.0,229.0,80,111
447.0,228.0,80,111
449.0,226.0,80,111
450.0,223.0,80,111
451.0,220.0,80,111
452.0,216.0,80,111
454.0,212.0,80,111
456.0,211.0,80,111
456.0,212.0,80,111
454.0,212.0,80,111
451.0,212.0,80,111
446.0,211.0,80,111
439.0,209.0,80,111
430.0,206.0,80,111
